2 67
2 68
2 70
2 71
2 71
2 71
2 71
2 72
2 72
2 72
2 72
2 72
2 72
2 72
2 73
2 73
2 73
2 73
2 73
2 73
2 73
2 73
2 73
2 74
2 74
2 74
2 74
2 74
2 74
2 74
3 62
3 62
3 63
3 65
3 65
3 66
3 66
3 66
3 67
3 67
3 68
3 68
3 68
3 69
3 70
3 70
3 70
3 70
3 72
3 72
3 73
3 73
3 73
3 74
3 74
3 75
3 75
3 75
3 76
4 79
4 79
4 81
4 81
4 81
4 83
4 83
4 83
4 83
4 83
4 83
4 83
4 83
4 83
4 83
4 83
4 84
4 84
4 84
4 84
4 84
4 84
4 84
4 85
4 85
4 85
4 85
4 85
4 85
5 55
5 56
5 60
5 61
5 64
5 64
5 66
5 67
5 68
5 68
5 68
5 69
5 69
5 70
5 71
5 71
5 72
5 73
5 74
5 75
5 75
5 77
5 77
5 77
5 77
5 77
5 79
5 79
5 80
6 71
6 72
6 73
6 73
6 73
6 73
6 73
6 73
6 73
6 74
6 74
6 74
6 74
6 75
6 75
6 75
6 75
6 75
6 75
6 75
6 75
6 75
6 75
6 76
6 76
6 76
6 76
6 77
