2 77
2 79
2 81
2 81
2 81
2 81
2 82
2 82
2 82
2 82
2 82
2 82
2 82
2 83
2 83
2 83
2 83
2 83
2 83
2 83
2 83
2 83
2 84
2 84
2 84
2 85
2 85
2 85
2 85
2 85
2 85
3 63
3 66
3 66
3 67
3 68
3 68
3 69
3 69
3 69
3 69
3 69
3 70
3 70
3 70
3 71
3 71
3 71
3 71
3 72
3 72
3 72
3 72
3 73
3 74
3 74
3 74
3 74
3 74
3 75
3 77
3 78
4 56
4 59
4 59
4 61
4 62
4 63
4 64
4 65
4 65
4 65
4 65
4 66
4 66
4 67
4 67
4 68
4 69
4 69
4 69
4 69
4 69
4 70
4 70
4 71
4 73
4 73
4 74
4 76
5 61
5 63
5 63
5 64
5 65
5 66
5 66
5 66
5 66
5 66
5 67
5 67
5 67
5 67
5 67
5 67
5 67
5 68
5 68
5 68
5 68
5 68
5 68
5 69
5 69
5 69
5 69
5 69
5 71
6 53
6 53
6 54
6 56
6 56
6 57
6 58
6 59
6 60
6 61
6 61
6 61
6 61
6 61
6 61
6 62
6 62
6 63
6 63
6 63
6 63
6 65
6 65
6 65
6 67
6 67
