2 69
2 71
2 71
2 71
2 71
2 72
2 72
2 73
2 73
2 73
2 73
2 73
2 73
2 73
2 75
2 75
2 75
2 75
2 75
2 75
2 75
2 75
2 75
2 75
2 75
2 75
2 75
2 75
2 75
2 75
2 76
3 76
3 77
3 77
3 77
3 77
3 78
3 78
3 78
3 79
3 79
3 79
3 79
3 79
3 79
3 79
3 79
3 79
3 79
3 79
3 80
3 80
3 80
3 80
3 81
3 81
3 81
3 81
3 81
3 82
4 67
4 67
4 68
4 68
4 69
4 69
4 69
4 69
4 69
4 69
4 69
4 70
4 71
4 71
4 71
4 71
4 71
4 71
4 71
4 73
4 73
4 73
4 73
4 74
4 74
4 74
4 75
4 75
5 67
5 67
5 67
5 67
5 68
5 69
5 69
5 69
5 70
5 70
5 71
5 71
5 71
5 72
5 72
5 72
5 73
5 73
5 73
5 73
5 73
5 73
5 73
5 74
5 74
5 75
5 75
5 75
5 75
6 71
6 71
6 71
6 71
6 71
6 71
6 71
6 71
6 71
6 71
6 71
6 71
6 71
6 71
6 72
6 72
6 72
6 72
6 72
6 73
6 73
6 73
6 73
6 73
6 74
6 74
6 74
6 74
